author_id,display_name,career_start,career_end,n_ai_works,origin_group,abroad,abroad_year,hit,hit_year,pi_year,pi,active,recent_group
A5084936290,Bertie Vidgen,2016,2025,66,Anglosphere ex-US,True,2019.0,True,2016.0,2020.0,True,True,Anglosphere ex-US
A5110724093,Zeerak Waseem,2016,2021,18,Continental Europe,True,2017.0,True,2016.0,2016.0,True,True,Anglosphere ex-US
A5057788395,Guy N. Rothblum,2004,2025,112,United States,True,2005.0,True,2007.0,2004.0,True,True,United States
A5074640940,Eyal Peer,2014,2021,2,Other Western,False,,False,,,False,True,Other Western
A5086228116,Alessandro Acquisti,2002,2025,66,United States,False,,True,2003.0,2002.0,True,True,United States
A5113043350,Tom Hess,2016,2022,8,Other Western,False,,False,,2016.0,True,True,Other Western
A5025544885,Michal Moshkovitz,2014,2026,32,Other Western,True,2019.0,False,,2017.0,True,True,United States
A5085310459,Sivan Sabato,2005,2026,71,Other Western,True,2011.0,True,2009.0,2012.0,True,True,Other Western
A5041917921,Dmitry Romanov,2006,2024,3,Other Civilizations,False,,False,,2006.0,True,True,Other Civilizations
A5031186428,Jun-Kun Wang,2016,2025,17,United States,True,2016.0,False,,2017.0,True,True,United States
A5021082077,Jacob Abernethy,2006,2026,69,United States,False,,True,2007.0,2008.0,True,True,United States
A5022424856,Kfir Y. Levy,2012,2026,65,Other Western,True,2017.0,True,2016.0,2014.0,True,True,Other Western
A5065909038,Sergey Gorinsky,2002,2021,9,United States,False,,False,,2003.0,True,True,Continental Europe
A5045523675,Sergey Nikolenko,2005,2026,130,Other Civilizations,False,,True,2011.0,2005.0,True,True,Other Civilizations
A5017994633,Kirill Kogan,2008,2020,12,Other Western,True,2012.0,True,2012.0,2014.0,True,True,
A5072571599,Raja Giryes,2011,2026,126,Other Western,True,2016.0,True,2016.0,2018.0,True,True,Other Western
A5025410418,Alex Bronstein,2011,2026,56,Other Western,True,2015.0,False,,2011.0,True,True,Other Western
A5039058368,Victor Makarenkov,2009,2020,9,Other Western,False,,False,,2015.0,True,True,
A5012622155,Lior Rokach,2001,2026,288,Other Western,False,,True,2005.0,2001.0,True,True,Other Western
A5025907388,Alina Ene,2008,2026,59,United States,False,,True,2008.0,2011.0,True,True,United States
A5102936404,Huy L. Nguyên,2009,2025,103,United States,True,2012.0,True,2010.0,2010.0,True,True,Other Civilizations
A5054783701,Katherine Barabash,2000,2018,7,Other Western,True,2001.0,True,2003.0,,False,False,
A5012983652,Eli Chen,2014,2019,2,Other Western,False,,False,,,False,False,
A5045386438,Yitzhak Yitzhaky,2014,2020,3,Other Western,False,,False,,2014.0,True,True,
A5067587144,Omer Bar-Ilan,2009,2010,2,Other Western,False,,True,2009.0,,False,False,
A5042833161,Oded Fuhrmann,2009,2010,3,Other Western,True,2010.0,True,2009.0,,False,False,
A5017386816,Shlomo Hoory,2003,2021,16,Anglosphere ex-US,True,2007.0,True,2009.0,2003.0,True,True,Other Western
A5032019359,Ohad Shacham,2009,2014,5,Other Western,True,2010.0,True,2009.0,,False,False,
A5065418639,Ofer Strichman,2002,2023,82,United States,True,2004.0,True,2002.0,2002.0,True,True,Other Western
A5001299598,Laurence Bisht,2004,2007,3,Other Western,False,,False,,,False,False,
A5057170229,Hanna Mazzawi,2006,2026,31,Other Western,False,,True,2013.0,2006.0,True,True,
A5053421619,Meir Kalech,2003,2026,78,Other Western,False,,True,2003.0,2009.0,True,True,Other Western
A5064961974,Asaf Levin,2010,2026,14,Other Western,False,,True,2010.0,2010.0,True,True,Other Western
A5007528822,Julián Mestre,2004,2026,16,United States,True,2008.0,True,2010.0,2004.0,True,True,
A5044792131,Danny Segev,2010,2026,7,Other Western,True,2011.0,True,2016.0,2010.0,True,True,Other Western
A5050410891,Aviad Mintz,2001,2008,5,Other Western,False,,True,2008.0,2003.0,True,False,
A5069504394,Udi Rotics,2001,2008,4,Other Western,False,,False,,2001.0,True,False,
A5101617303,David Garber,2001,2021,15,Other Western,False,,True,2005.0,2005.0,True,True,Other Western
A5006494572,S. Kaplan,2001,2006,4,Other Western,False,,True,2005.0,,False,False,
A5042062822,Ari S. Morcos,2016,2026,70,Other Western,True,2018.0,True,2019.0,2016.0,True,True,Other Western
A5002294199,Giulio Biroli,2000,2026,38,Continental Europe,False,,True,2000.0,2019.0,True,True,Continental Europe
A5071931582,Levent Sagun,2016,2025,44,United States,True,2019.0,True,2018.0,2018.0,True,True,Other Western
A5068320254,Bella Vakulenko‐Lagun,2008,2014,3,United States,True,2008.0,False,,2008.0,True,False,
A5047478255,Liat Ben‐Sira,2011,2025,10,United States,True,2011.0,False,,,False,True,Other Western
A5006165273,Josepha Yeshaya,2007,2010,2,Other Western,False,,False,,,False,False,
A5006252554,Lev Koushnir,2007,2010,2,Other Western,False,,False,,2007.0,True,False,
A5065373891,Nir Bitansky,2010,2026,98,Other Western,True,2010.0,True,2010.0,2017.0,True,True,Other Western
A5023852532,Zvika Brakerski,2009,2026,169,Other Western,True,2011.0,True,2009.0,2012.0,True,True,Other Western
A5081254473,Yael Tauman Kalai,2004,2025,160,United States,True,2004.0,True,2005.0,2004.0,True,True,United States
A5035828031,Omer Paneth,2011,2026,71,United States,True,2012.0,True,2013.0,2011.0,True,True,Other Western
A5000240220,Vinod Vaikuntanathan,2004,2025,235,Other Civilizations,True,2006.0,True,2008.0,2004.0,True,True,United States
A5090764037,Natalia Silberstein,2008,2026,29,Other Western,True,2011.0,True,2011.0,2008.0,True,True,Continental Europe
A5070441489,Inbal Yahav,2007,2025,32,United States,True,2009.0,True,2007.0,2014.0,True,True,Other Western
A5058308382,Yaakov HaCohen‐Kerner,2000,2026,76,Other Western,False,,True,2005.0,2003.0,True,True,Other Western
A5089530124,Nadav Schweitzer,2011,2014,2,Other Western,False,,False,,2014.0,True,False,
A5080692146,Dror Mughaz,2006,2025,15,Other Western,False,,False,,2006.0,True,True,Other Western
A5044390999,Gilad Katz,2006,2026,51,Other Western,False,,True,2011.0,2020.0,True,True,Other Western
A5002391103,Asaf Shabtai,2007,2026,238,Other Western,True,2010.0,True,2009.0,2013.0,True,True,Other Western
A5024514812,Avi Marchewka,2002,2022,14,Other Western,False,,True,2009.0,2010.0,True,True,
A5053592523,Dalya Baron,2016,2024,11,Other Western,False,,True,2016.0,2019.0,True,True,Other Western
A5063305928,Gail Zasowski,2012,2018,3,United States,False,,True,2018.0,2012.0,True,False,
A5020286325,Sarit Buzaglo,2011,2017,12,Other Western,True,2015.0,True,2013.0,,False,False,
A5021586372,Eitan Yaakobi,2007,2026,220,United States,True,2007.0,True,2008.0,2009.0,True,True,Other Western
A5109257511,P. Wyder,2000,2003,5,Continental Europe,False,,False,,2000.0,True,False,
A5058178036,Tomer Michaeli,2007,2026,57,Other Western,False,,False,,2017.0,True,True,Other Western
A5035493244,Ranit Aharonov,2001,2025,64,Other Western,False,,True,2002.0,2015.0,True,True,Other Western
A5077269072,Oren Barkan,2011,2026,65,Other Western,False,,True,2016.0,2011.0,True,True,Other Western
A5106732003,Ori Katz,2016,2024,23,Other Western,True,2020.0,True,2020.0,2016.0,True,True,Other Western
A5057343912,Jonathan Weill,2016,2024,14,Other Western,True,2020.0,True,2020.0,,False,True,Other Western
A5083002103,Noam Koenigstein,2012,2026,69,Other Western,True,2013.0,True,2012.0,2013.0,True,True,Other Western
A5009154102,Zac Sadan,2006,2012,3,Other Western,False,,True,2011.0,2006.0,True,False,
A5031335910,Christine Khripkov,2011,2015,7,Other Western,False,,False,,,False,False,
A5038380676,Amichay Vardi,2001,2024,25,United States,False,,True,2001.0,2001.0,True,True,Other Western
A5072913672,Yuval Elovici,2002,2026,355,Other Western,True,2007.0,True,2003.0,2006.0,True,True,Other Western
A5079885427,Eden Shalom Erez,2014,2022,8,Other Western,False,,False,,2014.0,True,True,
A5006766510,Maayan Zhitomirsky‐Geffet,2008,2026,49,Other Western,False,,True,2009.0,2009.0,True,True,Other Western
A5000569191,Oren Weimann,2005,2024,66,United States,True,2005.0,True,2007.0,2005.0,True,True,Other Western
A5001167485,Míša Hejná,2016,2026,9,Anglosphere ex-US,True,2017.0,True,2016.0,2019.0,True,True,Islamic
A5005191803,Yossi Adi,2015,2026,140,Other Western,True,2021.0,True,2015.0,2020.0,True,True,Other Western
A5008847407,Joseph Keshet,2001,2026,131,Other Western,True,2007.0,True,2002.0,2007.0,True,True,Other Western
A5039899830,Eyal Klang,2016,2026,127,Other Western,True,2019.0,True,2016.0,2018.0,True,True,United States
A5031334659,Lihi Dery,2010,2025,18,Other Western,False,,True,2014.0,2021.0,True,True,Other Western
A5003565582,Carmit Hazay,2004,2026,150,Other Western,True,2008.0,True,2007.0,2011.0,True,True,Other Western
A5011713946,Brenden M. Lake,2008,2026,92,United States,False,,True,2008.0,2014.0,True,True,United States
A5043586560,Ronny Ronen,2003,2026,13,Other Western,False,,False,,2003.0,True,True,Other Western
A5014138496,Shahar Kvatinsky,2016,2026,32,Other Western,False,,True,2024.0,2017.0,True,True,Other Western
A5086684679,Benny Applebaum,2004,2026,108,Other Western,True,2008.0,True,2006.0,2010.0,True,True,Other Western
A5083387412,Yoni Moses,2013,2016,2,Other Western,False,,False,,2013.0,True,False,
A5087774653,Muthuramakrishnan Venkitasubramaniam,2006,2026,89,United States,False,,True,2014.0,2006.0,True,True,United States
A5070327070,Mor Weiss,2013,2026,36,Other Western,True,2017.0,True,2018.0,2013.0,True,True,Other Western
A5004268970,Tomer Hertz,2003,2012,17,Other Western,True,2007.0,True,2003.0,2005.0,True,False,
A5063902138,Amit Mushkin,2008,2023,9,United States,False,,False,,2008.0,True,True,Other Western
A5076446536,Alex Rinehart,2016,2023,7,United States,False,,False,,2022.0,True,True,United States
A5023508792,Edward Grefenstette,2009,2026,114,Anglosphere ex-US,True,2015.0,True,2013.0,2009.0,True,True,Other Western
A5079315903,Tim Rocktäschel,2012,2026,127,Continental Europe,True,2014.0,True,2012.0,2016.0,True,True,Other Western
A5050315436,Sapir Ben-Yakar,2014,2017,2,Other Western,False,,False,,,False,False,
A5001623411,Eli Zamir,2008,2011,2,Continental Europe,True,2008.0,True,2008.0,2011.0,True,False,
A5055525128,Zvi Kam,2008,2025,2,Other Western,False,,False,,2008.0,True,True,Other Western
A5110363072,Raz Lin,2006,2021,27,Other Western,False,,True,2006.0,2007.0,True,True,Other Western
A5061922158,Yehoshua Gev,2011,2013,4,Other Western,False,,True,2011.0,2013.0,True,False,
A5026015539,Elena‐Simona Apostol,2014,2026,63,Continental Europe,False,,True,2020.0,2019.0,True,True,Continental Europe
A5015883273,Anas Fahad Khan,2010,2026,44,Anglosphere ex-US,True,2015.0,True,2015.0,2010.0,True,True,Continental Europe
A5048937508,Chaya Liebeskind,2012,2026,56,Other Western,False,,True,2013.0,2019.0,True,True,Other Western
A5062737501,Barbara McGillivray,2008,2026,129,Continental Europe,True,2012.0,True,2009.0,2010.0,True,True,Anglosphere ex-US
A5007725540,Ciprian‐Octavian Truică,2015,2026,72,Continental Europe,True,2016.0,True,2020.0,2016.0,True,True,Continental Europe
A5030291460,Balagopal Komarath,2014,2025,13,Hindu,True,2018.0,False,,,False,True,Hindu
A5034599141,Nitin Saurabh,2013,2026,27,Hindu,True,2017.0,True,2021.0,2013.0,True,True,Hindu
A5020641761,Oren Cohen,2014,2024,13,Other Western,False,,False,,2014.0,True,True,Other Western
A5000265496,Doron Shmilovitz,2010,2023,3,Other Western,False,,False,,2010.0,True,True,Sinic
A5021180431,Marina Fomicheva,2012,2023,35,Other Civilizations,True,2015.0,True,2020.0,2017.0,True,True,Anglosphere ex-US
A5004036450,Shuo Sun,2012,2025,47,Sinic,True,2018.0,True,2012.0,2012.0,True,True,Sinic
A5050327492,Frédéric Blain,2011,2026,55,Continental Europe,True,2014.0,True,2012.0,2012.0,True,True,Anglosphere ex-US
A5086933462,Francisco Guzm﻿án,2014,2023,31,Islamic,True,2019.0,True,2019.0,2014.0,True,True,Other Western
A5113712910,Mark Fishel,2006,2025,73,Continental Europe,False,,True,2007.0,2010.0,True,True,Continental Europe
A5010341007,Νικόλαος Αλέτρας,2012,2026,143,Anglosphere ex-US,False,,True,2012.0,2014.0,True,True,Anglosphere ex-US
A5053217291,Lucia Specia,2005,2026,347,Other Civilizations,True,2006.0,True,2006.0,2006.0,True,True,Anglosphere ex-US
A5102734862,Ori Lahav,2009,2026,79,Other Western,True,2015.0,True,2013.0,2009.0,True,True,Other Western
A5031903932,Anna Zamansky,2005,2026,70,Other Western,True,2011.0,True,2006.0,2005.0,True,True,Other Western
A5101976682,Amit Pande,2009,2024,21,United States,False,,True,2013.0,2022.0,True,True,United States
A5018486648,Jindan Zhu,2013,2016,3,United States,False,,True,2013.0,,False,False,
A5086439160,Prasant Mohapatra,2007,2026,97,United States,False,,True,2013.0,2007.0,True,True,United States
A5024052024,Shahar Maoz,2000,2026,76,Other Western,False,,True,2006.0,2000.0,True,True,Other Western
A5101431627,Adam Morrison,2012,2025,40,Other Western,True,2018.0,True,2012.0,2018.0,True,True,Other Western
A5006830161,Alexander Nadel,2005,2026,29,Other Western,False,,True,2007.0,2005.0,True,True,Other Western
A5052800959,Vadim Ryvchin,2010,2018,11,Other Western,True,2013.0,True,2011.0,2010.0,True,False,
A5055223398,Efraim Shmerling,2006,2016,7,Other Western,False,,False,,2006.0,True,False,
A5052072012,Cristian Antonelli,2008,2026,44,Continental Europe,False,,True,2008.0,2024.0,True,True,Continental Europe
A5036943764,Mark Shtaif,2001,2025,22,United States,False,,False,,2001.0,True,True,Other Western
A5043577987,Thomas Polack,2001,2009,3,Continental Europe,False,,True,2009.0,2006.0,True,False,
A5005173350,Haim Suchowski,2009,2025,26,Other Western,True,2011.0,True,2009.0,2017.0,True,True,Other Western
A5086061408,Orit Hazzan,2002,2024,40,Other Western,False,,False,,2002.0,True,True,Other Western
A5031608952,Tami Lapidot,2004,2026,8,Other Western,False,,False,,2004.0,True,True,Other Western
A5016874557,Urban Larsson,2006,2026,91,Continental Europe,False,,True,2010.0,2006.0,True,True,Hindu
A5034842854,Shai Maayani,2016,2025,4,Other Western,False,,True,2016.0,,False,True,
A5101626296,Leopoldo L. Martín,2016,2020,4,Other Western,True,2020.0,True,2016.0,,False,True,
A5049192746,Tal Carmon,2012,2023,8,United States,True,2016.0,False,,2013.0,True,True,Other Western
A5028878417,Anindita Bera,2016,2026,39,Hindu,True,2019.0,True,2016.0,2021.0,True,True,Continental Europe
A5009696061,Shiladitya Mal,2012,2026,70,Hindu,False,,True,2013.0,2012.0,True,True,Hindu
A5082888582,Aditi Sen,2001,2026,162,Continental Europe,True,2001.0,True,2001.0,2011.0,True,True,Hindu
A5085179919,Ujjwal Sen,2000,2026,275,Hindu,True,2002.0,True,2003.0,2000.0,True,True,Hindu
A5112754279,Kshitiz Malik,2007,2026,13,United States,False,,True,2007.0,,False,True,Other Western
A5089819604,Michael Rabbat,2003,2026,126,United States,True,2006.0,True,2004.0,2010.0,True,True,Other Western
A5078345211,Elitzur Dattner,2015,2019,7,Other Western,False,,True,2015.0,2015.0,True,False,
A5047138399,Gugan Thoppe,2012,2026,40,Hindu,True,2017.0,True,2018.0,2019.0,True,True,Hindu
A5036260775,Shie Mannor,2000,2026,389,Other Western,True,2003.0,True,2002.0,2001.0,True,True,Other Western
A5048289564,Ram Meshulam,2004,2007,6,Other Western,False,,True,2004.0,2004.0,True,False,
A5075332247,Jack Doerner,2016,2025,23,United States,True,2017.0,True,2016.0,2022.0,True,True,United States
A5001754506,Abhi Shelat,2002,2025,100,Other Civilizations,True,2004.0,True,2005.0,2002.0,True,True,United States
A5048892933,Ran Cohen,2014,2026,47,Other Western,True,2018.0,True,2016.0,2016.0,True,True,Other Western
A5072366974,Amit Weinstein,2011,2016,8,Other Western,False,,True,2012.0,2011.0,True,False,
A5005880158,Emmanuel Godard,2002,2025,17,Continental Europe,False,,False,,2016.0,True,True,Continental Europe
A5032336554,Damien Imbs,2009,2022,20,Continental Europe,True,2014.0,True,2010.0,2009.0,True,True,Continental Europe
A5045397517,Adam Tsakalidis,2014,2024,44,Anglosphere ex-US,True,2014.0,True,2014.0,2016.0,True,True,Anglosphere ex-US
A5078278146,Natalie Shapira,2010,2026,15,Other Western,False,,False,,2010.0,True,True,Other Western
A5007426895,Maria Liakata,2000,2025,156,Anglosphere ex-US,False,,False,,2004.0,True,True,Anglosphere ex-US
A5068341135,Niv Efron,2005,2006,2,Other Western,False,,True,2005.0,,False,False,
A5078826355,Nir Ofek,2007,2023,18,Anglosphere ex-US,True,2007.0,True,2011.0,2007.0,True,True,Other Western
A5006317361,Guy Shani,2003,2026,83,Other Western,True,2008.0,True,2005.0,2003.0,True,True,Other Western
A5050150656,Edith Elkind,2002,2026,78,United States,True,2005.0,True,2005.0,2008.0,True,True,Anglosphere ex-US
A5000000572,Piotr Faliszewski,2005,2025,91,United States,True,2009.0,True,2006.0,2007.0,True,True,Continental Europe
A5055529272,Michael Erard,2007,2023,3,Other Western,False,,False,,2007.0,True,True,
A5102346243,Jun Furukawa,2001,2025,49,Japanese,False,,True,2001.0,2004.0,True,True,Other Western
A5031866855,Ariel Nof,2015,2026,32,Other Western,False,,True,2015.0,2017.0,True,True,Other Western
A5082275399,Or Weinstein,2016,2025,6,Other Western,True,2017.0,False,,2016.0,True,True,Other Western
A5015363344,Matteo Negri,2001,2026,276,Continental Europe,False,,True,2001.0,2004.0,True,True,Continental Europe
A5101415204,A. Marchetti,2010,2025,14,Continental Europe,False,,True,2010.0,2010.0,True,True,Continental Europe
A5067997502,Yashar Mehdad,2009,2025,113,Continental Europe,True,2012.0,True,2009.0,2009.0,True,True,Other Western
A5066183817,Luisa Bentivogli,2000,2026,136,Continental Europe,False,,True,2002.0,2004.0,True,True,Continental Europe
A5040792121,Danilo Giampiccolo,2004,2019,22,Continental Europe,True,2007.0,True,2006.0,2008.0,True,False,
A5037837953,Litan Ilany,2013,2015,4,Other Western,False,,True,2013.0,2015.0,True,False,
A5041210904,Oren Kurland,2004,2026,95,United States,True,2008.0,True,2004.0,2006.0,True,True,Other Western
A5085982098,Karina Odinaev,2005,2006,4,Other Western,False,,False,,,False,False,
A5004033041,Igal Raichelgauz,2005,2006,4,Other Western,False,,False,,,False,False,
A5100713973,Mrinal Kumar,2002,2025,49,Hindu,True,2002.0,False,,2018.0,True,True,Hindu
A5073175433,Ben Lee Volk,2014,2026,23,Other Western,True,2018.0,False,,2014.0,True,True,Other Western
A5054225034,Andreas Hotho,2000,2026,245,Continental Europe,False,,True,2000.0,2002.0,True,True,Continental Europe
A5104278244,Rasmus Ulslev Pedersen,2004,2018,12,Continental Europe,False,,True,2008.0,2004.0,True,False,
A5054314962,А. А. Логинов,2002,2017,24,United States,False,,True,2002.0,2003.0,True,False,
A5080674921,Daniel Hershcovich,2014,2026,111,Other Western,True,2014.0,True,2014.0,2020.0,True,True,Continental Europe
A5072770537,Assaf Toledo,2011,2026,32,Continental Europe,False,,True,2011.0,2015.0,True,True,Other Western
A5034314821,Ofer Hadar,2006,2026,26,Other Western,False,,True,2009.0,2015.0,True,True,Other Western
A5086902270,Shah Rukh Humayoun,2009,2026,31,Continental Europe,False,,True,2010.0,2012.0,True,True,United States
A5008160982,Yael Dubinsky,2003,2026,32,Other Western,True,2006.0,True,2006.0,2006.0,True,True,Other Western
A5075799551,Eli Nazarov,2012,2012,2,Other Western,False,,True,2012.0,,False,False,
A5088582415,Assaf Israel,2012,2012,2,Other Western,False,,False,,2012.0,True,False,
A5088270518,Toshinori Araki,2006,2025,26,Japanese,False,,False,,2006.0,True,True,Japanese
A5010795922,Marcel Keller,2009,2026,45,Continental Europe,True,2012.0,True,2012.0,2009.0,True,True,Anglosphere ex-US
A5050195240,Kazuma Ohara,2013,2026,27,Japanese,False,,True,2014.0,2016.0,True,True,Japanese
A5013263916,Hikaru Tsuchida,2015,2025,19,Japanese,False,,False,,2018.0,True,True,Japanese
A5028290791,Giacomo Aletti,2001,2022,18,Continental Europe,False,,False,,2001.0,True,True,Continental Europe
A5027516449,Diane Saada,2006,2007,2,Other Western,False,,False,,2006.0,True,False,
A5086551413,Michael Winokur,2002,2018,5,Other Western,False,,False,,2006.0,True,False,
A5076195862,Zvi Lando,2012,2018,2,Other Western,False,,False,,,False,False,
A5023187095,Alon Modai,2012,2018,2,Other Western,False,,False,,2012.0,True,False,
A5061975828,Shay Gueron,2000,2025,125,Other Western,False,,True,2007.0,2000.0,True,True,United States
